"REFERENCE","LOCATION","APP TYPE","APP TYPE DECODE","VALIDATION DATE","PROPOSAL","RECOMMENDATION","RECOMMENDATION DECODE","DECISION DATE","DEVELOPMENT TYPE","DEVELOPMENT TYPE DECODE","WARD","WARD DECODE","NORTHING","EASTING","KEY VALUE"
"07/55349/COU","300A Metroplex Business Park Broadway Salford M50 2UE ","COU","Change of Use",5/9/2007 00:00:00,"Change of use from warehouse with ancillary offices to offices with warehouse/storage space and the creation of additional car parking areas.","PER","Approve",30/10/2007 00:00:00,"12","Changes Of Use","SW","Weaste  And Seedley","397587","379919","JNZUSBNP00400"
"07/55383/COU","47 Mulgrave Street Swinton M27 9XH ","COU","Change of Use",10/9/2007 00:00:00,"Retention of front ground floor room as living accommodation","PERU","Approve - unconditional",1/11/2007 00:00:00,"12","Changes Of Use","SN","Swinton North","402425","376921","JOCTB0NP00400"
"07/55384/COU","Southern Street Industrial Estate Southern Street Worsley  ","COU","Change of Use",11/9/2007 00:00:00,"Continuation of use of site for storage and distribution (Class B8) and change of use of site for general industrial and storage and distribution uses (Classes B1 and B2)","PER","Approve",5/11/2007 00:00:00,"12","Changes Of Use","WN","Walkden North","404399","373771","JOCTSJNP00400"
"07/55389/COU","295 - 297 Littleton Road Salford M7 3TA ","COU","Change of Use",13/9/2007 00:00:00,"Change of use from shop to shop for sale of hot food","REF","Refuse",29/10/2007 00:00:00,"12","Changes Of Use","KR","Kersal","400816","381540","JOD1QXNP00400"
"07/55390/COU","63 Manchester Road Pendlebury Swinton M27 5FX ","COU","Change of Use",14/9/2007 00:00:00,"Change of use from doctors surgery to residential accommodation","PER","Approve",8/11/2007 00:00:00,"12","Changes Of Use","CL","Claremont","400860","379185","JOD3JKNP00400"
"07/55327/COU","Unit 1A Sovereign Point 31 The Quays Salford  ","COU","Change of Use",19/9/2007 00:00:00,"Change of use to a computer based test centre","PER","Approve",29/10/2007 00:00:00,"12","Changes Of Use","OR","Ordsall","397141","380752","JNSR3ENP00400"
"07/55417/COU","21 The Parade Swinton M27 4BH ","COU","Change of Use",21/9/2007 00:00:00,"Change of use from shop (Class A1) to financial and professional services (Class A2)","PER","Approve",15/11/2007 00:00:00,"12","Changes Of Use","SS","Swinton South","401820","377650","JOVNE1NP00400"
"07/55432/COU","422A Worsley Road Eccles M30 8HQ ","COU","Change of Use",26/9/2007 00:00:00,"Change of use from shop to shop for sale of hot food","REF","Refuse",19/11/2007 00:00:00,"12","Changes Of Use","WI","Winton","399467","375394","JP0OV1NP00400"
"07/55459/COU","24 Peel Green Road Eccles M30 7AJ ","COU","Change of Use",2/10/2007 00:00:00,"Change of use from dwelling to three self contained flats","REF","Refuse",26/11/2007 00:00:00,"12","Changes Of Use","BA","Barton","397650","376489","JPDV2TNP00400"
"07/55465/COU","185 Liverpool Road Cadishead M44 5XH ","COU","Change of Use",3/10/2007 00:00:00,"Change of use of ground floor from commercial use to domestic use","PER","Approve",23/11/2007 00:00:00,"12","Changes Of Use","CD","Cadishead","392072","370981","JPL7FANP00400"
"07/55466/COU","F12b Lowry Designer Outlet The Quays Salford M50 3AH ","COU","Change of Use",4/10/2007 00:00:00,"Use of unit for A1/A2 and/or nail bar","PER","Approve",28/11/2007 00:00:00,"12","Changes Of Use","OR","Ordsall","397143","380617","JPL7PRNP00400"
"07/55476/COU","52 Cobden Street Salford M6 6WF ","COU","Change of Use",5/10/2007 00:00:00,"Continued use as an inert waste recycling facility","WDN","Application Withdrawn",6/3/2008 00:00:00,"11","Minerals","IW","Irwell Riverside","399902","380974","JPN9JNNP00400"
"07/55511/COU","4 The Green Clifton Swinton M27 8QL ","COU","Change of Use",12/10/2007 00:00:00,"Change of use from shop to cafe","PER","Approve",5/12/2007 00:00:00,"12","Changes Of Use","PE","Pendlebury","402747","378664","JPY936NP00400"
"07/55526/COU","Unit 5 Boston Court Salford M50 2GN ","COU","Change of Use",15/10/2007 00:00:00,"Change of use from offices to bakery","WDN","Application Withdrawn",2/11/2007 00:00:00,"12","Changes Of Use","OR","Ordsall","398022","380191","JQ21CBNP00400"
"07/55531/COU","44 Leicester Road Salford M7 4AR ","COU","Change of Use",17/10/2007 00:00:00,"Change of use from shop to beauty parlour","PER","Approve",5/12/2007 00:00:00,"12","Changes Of Use","BR","Broughton","401152","383277","JQ3VLVNP00400"
"07/55535/COU","King's Court 34 St Georges Way Salford M6 6SU ","COU","Change of Use",18/10/2007 00:00:00,"Change of use from day nursery to offices","PER","Approve",12/12/2007 00:00:00,"12","Changes Of Use","IW","Irwell Riverside","399943","381443","JQ5J9BNP00400"
"07/55569/COU","19 Liverpool Street Salford M5 4LY ","COU","Change of Use",23/10/2007 00:00:00,"Change of use from office/warehouse to place of worship with offices","WDN","Application Withdrawn",13/8/2008 00:00:00,"Q20","Change of Use","OR","Ordsall","398115","382315","JQQ1IRNP00400"
"07/55581/COU","40 - 42 Folly Lane Swinton M27 0AJ ","COU","Change of Use",24/10/2007 00:00:00,"Change of use from offices with apartment above to two dwellings, alteration to elevation and erection of new fence and gates to rear garden","PER","Approve",17/12/2007 00:00:00,"12","Changes Of Use","SS","Swinton South","400718","377098","JQQ9WXNP00400"
"07/55583/COU","63 Bolton Road Salford M6 7HN ","COU","Change of Use",25/10/2007 00:00:00,"Conversion of dwelling into four self contained flats including the erection of a single storey rear extension, alterations to the rear elevations including the insertion of balconies, construction of dormer extensions in roof space at front and rear of premies, together with associated landscaping and car parking","PER","Approve",19/12/2007 00:00:00,"12","Changes Of Use","LG","Langworthy","399734","380456","JQQDJLNP00400"
"07/55593/COU","161 Langworthy Road Salford M6 5PW ","COU","Change of Use",26/10/2007 00:00:00,"Change of use from shop (Class A1) to financial and professional services (Class A2)","PER","Approve",19/12/2007 00:00:00,"12","Changes Of Use","LG","Langworthy","398814","380511","JQTKYANP00400"
"07/55599/COU","505-507 Liverpool Street Salford M6 5QQ ","COU","Change of Use",29/10/2007 00:00:00,"Change of use from shop to a licensed betting office, installation of new shop front and erection of air conditioning units on rear elevation","PER","Approve",21/12/2007 00:00:00,"12","Changes Of Use","LG","Langworthy","398609","380327","JQTTJZNP00400"
"07/55550/COU","G29 Lowry Designer Outlet The Quays Salford M50 3AG ","COU","Change of Use",1/11/2007 00:00:00,"Use of unit for A1/A2/B1 and/or D1 purposes","REF","Refuse",21/12/2007 00:00:00,"12","Changes Of Use","OR","Ordsall","397110","380677","JQOBJ7NP00400"
"07/55622/COU","Units A To B Highfield Road Industrial Estate Highfield Road Little Hulton MANCHESTER M38 9ST ","COU","Change of Use",1/11/2007 00:00:00,"Change of use from industrial to childrens fun/activity/play centre","REF","Refuse",21/12/2007 00:00:00,"12","Changes Of Use","LH","Little Hulton","404437","371613","JR4U85NP00400"
"07/55639/COU","Christ Church Vicarage Pendlebury Road Swinton M27 4BF ","COU","Change of Use",5/11/2007 00:00:00,"Change of use from a private dwelling to a private day nursery","PER","Approve",21/12/2007 00:00:00,"12","Changes Of Use","PE","Pendlebury","402174","378186","JR8JJKNP00400"
"07/55636/COU","632 Liverpool Road Irlam MANCHESTER M44 5AD ","COU","Change of Use",5/11/2007 00:00:00,"Change of use from warehouse to a childrens soft play warehouse","REF","Refuse",18/1/2008 00:00:00,"03","Major - Heavy ind. storage, warehousing","CD","Cadishead","393097","371321","JR8ECANP00400"
"07/55628/COU","New Barns Mossland Cottage Astley Road Irlam M44 6BR ","COU","Change of Use",5/11/2007 00:00:00,"Conversion of barn into two dwellings","PER","Approve",19/12/2007 00:00:00,"12","Changes Of Use","CD","Cadishead","395889","370372","JR6PEANP00400"
"07/55645/COU","37 Regent Street Eccles M30 0BP ","COU","Change of Use",8/11/2007 00:00:00,"Change of use of ground floor from shop (Class A1) to shop for sale of hot food (Class A5)","REF","Refuse",21/12/2007 00:00:00,"12","Changes Of Use","EC","Eccles","398580","377995","JRDYRRNP00400"
"07/55503/COU","65 Liverpool Road Eccles M30 0WB ","COU","Change of Use",13/11/2007 00:00:00,"Retrospective application for the change of use from an office to a shop","PER","Approve",29/5/2008 00:00:00,"Q20","Change of Use","BA","Barton","398548","377032","JPT0JBNP00400"
"07/55720/COU","512 Worsley Road Eccles M30 8JT ","COU","Change of Use",23/11/2007 00:00:00,"Retention of use of the land as a hand car wash facility","PER","Approve",16/1/2008 00:00:00,"12","Changes Of Use","WI","Winton","399697","375253","JS5PIRNP00400"
"07/55737/COU","The Ugly Duckling 1 My Street Salford M5 5GA ","COU","Change of Use",26/11/2007 00:00:00,"Conversion of former public house into six dwellings together with associated car parking, landscaping and erection 2.4m high fencing and walling.","PER","Approve",18/1/2008 00:00:00,"06","Minor - Dwellings","SW","Weaste  And Seedley","398318","380365","JSBTUXNP00400"
"07/55703/COU","587 Liverpool Road Irlam M44 5BE ","COU","Change of Use",28/11/2007 00:00:00,"Change of use from single family dwelling into two apartments and erection of a two storey rear extension","REF","Refuse",21/1/2008 00:00:00,"12","Changes Of Use","CD","Cadishead","393489","371620","JRWJK6NP00B00"
"07/55704/COU","589 Liverpool Road Irlam M44 5BE ","COU","Change of Use",28/11/2007 00:00:00,"Change of use of ground floor shop to residential,  alterations to front elevation and erection of pitched roof over existing flat roof element (re-sub of 07/55049/COU)","PER","Approve",18/1/2008 00:00:00,"12","Changes Of Use","CD","Cadishead","393485","371616","JRWK5SNP00B00"
"07/55774/COU","G41 Lowry Designer Outlet The Quays Salford M50 3AG ","COU","Change of Use",6/12/2007 00:00:00,"Use of unit to include A1,A3 and/or A4 uses","PER","Approve",30/1/2008 00:00:00,"12","Changes Of Use","OR","Ordsall","397133","380592","JSVSW7NP00400"
"07/55775/COU","G2b Lowry Designer Outlet The Quays Salford M50 3AG ","COU","Change of Use",6/12/2007 00:00:00,"Use of unit to include A1, A3 and/or A4 purposes","PER","Approve",30/1/2008 00:00:00,"12","Changes Of Use","OR","Ordsall","397179","380588","JSVTLXNP00400"
"07/55779/COU","Fairbank House Comus Street/Regent Road Salford M5 3BQ ","COU","Change of Use",6/12/2007 00:00:00,"Change of use of industrial unit (Class B8) to a non-food retail unit (Class A1)","WDN","Application Withdrawn",29/2/2008 00:00:00,"04","Major - Retail distribution & servicing","OR","Ordsall","397902","382004","JSVZ8LNP00400"
"07/55811/COU","11 Sutherland Street Swinton M27 6AT ","COU","Change of Use",11/12/2007 00:00:00," Change of use of ground floor to offices (B1 Use)","PER","Approve",4/2/2008 00:00:00,"12","Changes Of Use","SN","Swinton North","402066","377336","JTAYQXNP00400"
"07/55602/COU","The Tasty Sandwich 200 Church Street Eccles M30 0LZ M30 0LZ ","COU","Change of Use",17/12/2007 00:00:00,"Continued use of property as a hot food takeaway (Class A5)","PER","Approve",8/2/2008 00:00:00,"12","Changes Of Use","EC","Eccles","398565","377250","JQTX4RNP01N00"
"07/55808/COU","30 Weaste Road Salford M5 5FW ","COU","Change of Use",20/12/2007 00:00:00,"Change of use from shop to supported house project","WDN","Application Withdrawn",1/2/2008 00:00:00,"12","Changes Of Use","SW","Weaste  And Seedley","398629","379646","JTAP15NP00400"
"07/55826/COU","15 Westminster Road Worsley MANCHESTER M28 3AW ","COU","Change of Use",20/12/2007 00:00:00,"Change of use of first floor offices into two apartments including alterations to external elevations, erection of external staircase, parking, amenity area and bin store to rear, and formation of a new access.","REF","Refuse",13/2/2008 00:00:00,"12","Changes Of Use","WS","Walkden South","402919","373825","JUA16PNP00400"
"07/55809/COU","71 Victoria Crescent Eccles M30 9AN ","COU","Change of Use",2/1/2008 00:00:00,"Conversion of basement bedsits into two one bedroom apartments with fire escape lightwells","PER","Approve",26/2/2008 00:00:00,"12","Changes Of Use","EC","Eccles","399316","378030","JTAPATNP00400"
"08/55857/COU","10 Leicester Avenue Salford M7 4HA ","COU","Change of Use",3/1/2008 00:00:00,"Change of use from self contained flats to offices","REF","Refuse",27/2/2008 00:00:00,"12","Changes Of Use","KR","Kersal","401976","383591","JUHC24NP00400"
"08/55846/COU","401-403 Bury New Road Salford M7 2BT ","COU","Change of Use",3/1/2008 00:00:00,"Retention of use of premises as a day centre for children with special needs","PER","Approve",28/3/2008 00:00:00,"12","Changes Of Use","BR","Broughton","401102","382766","JUDAXZNP00400"
"08/55972/COU","447 Chorley Road Swinton M27 9LQ ","COU","Change of Use",31/1/2008 00:00:00,"Change of use from photographic studio to a nail and beauty salon","PER","Approve",20/3/2008 00:00:00,"12","Changes Of Use","SN","Swinton North","402268","376861","JVPS21NP00400"
"08/55999/COU","92 Sutton Way Salford M6 5HS ","COU","Change of Use",7/2/2008 00:00:00,"Change of use from shop (Class A1) to financial and professional services (Class A2)","PER","Approve",2/4/2008 00:00:00,"Q20","Change of Use","LG","Langworthy","399193","380988","JVWY81NP00400"
"08/56055/COU","251 Bolton Road Salford M6 7HP ","COU","Change of Use",15/2/2008 00:00:00,"Change of use from financial and professional services (Class A2) to shop for the sale of hot food (Class A5)","REF","Refuse",1/4/2008 00:00:00,"Q20","Change of Use","CL","Claremont","400176","379977","JWJHEANP00400"
"08/56061/COU","234 Great Clowes Street Salford M7 2DY ","COU","Change of Use",18/2/2008 00:00:00,"Change of use from house in multiple occupation (eight persons) to house in multiple occupation (maximum 12 persons)","PER","Approve",1/4/2008 00:00:00,"Q20","Change of Use","BR","Broughton","400553","382718","JWL225NP00400"
"08/56083/COU","30 Weaste Road Salford M5 5FW ","COU","Change of Use",19/2/2008 00:00:00,"Change of use from shop to supported house project (Re submission of planning application 07/55808/COU)","PER","Approve",14/4/2008 00:00:00,"Q20","Change of Use","SW","Weaste  And Seedley","398629","379646","JWST8TNP00400"
"08/56157/COU","537 Liverpool Road Irlam M44 6ZS ","COU","Change of Use",3/3/2008 00:00:00,"Change of use from single family dwelling into two self contained flats","PER","Approve",19/5/2008 00:00:00,"Q20","Change of Use","CD","Cadishead","393658","371739","JXIC5ENP00400"
"08/56222/COU","130 Worsley Road North Worsley M28 3QW ","COU","Change of Use",13/3/2008 00:00:00,"Change of use from shop (Class A1) to cafe/restaurant (Class A3)","REF","Refuse",7/5/2008 00:00:00,"Q16","Minor Retail distribn servicing","WN","Walkden North","404381","373588","JYAF0HNP00400"
"08/56246/COU","264 Chorley Road Swinton M27 6UN ","COU","Change of Use",18/3/2008 00:00:00,"Change of use of existing basement into a separate dwelling","PER","Approve",9/5/2008 00:00:00,"Q20","Change of Use","SN","Swinton North","402065","377173","JYLFC1NP00400"
"08/56267/COU","44 Waterpark Road Salford M7 4ET ","COU","Change of Use",18/3/2008 00:00:00,"Retrospective application for the conversion of garage into a purpose built kitchen in connection with a charitable organisation","PER","Approve",4/6/2008 00:00:00,"Q20","Change of Use","KR","Kersal","401886","383209","JYPCLDNP00400"
"08/56170/COU","G29 Lowry Designer Outlet The Quays Salford M50 3AG ","COU","Change of Use",18/3/2008 00:00:00,"Use of unit for A1/A2/B1 and/or D1 purposes (re-submission of planning application 07/55550/COU)","PER","Approve",21/7/2008 00:00:00,"Q20","Change of Use","OR","Ordsall","397110","380677","JXKNJBNP01N00"
"08/56245/COU","441 Liverpool Road Eccles M30 7HY ","COU","Change of Use",20/3/2008 00:00:00,"Change of use of existing dwelling into three self contained apartments","PER","Approve",14/5/2008 00:00:00,"Q20","Change of Use","BA","Barton","398036","375871","JYLCWNNP00400"
"08/56349/COU","26 Hulton District Centre Worsley M28 0AU ","COU","Change of Use",31/3/2008 00:00:00,"Change of use from a surestart nursery to a Learn Direct Centre","WDN","Application Withdrawn",23/5/2008 00:00:00,"Q20","Change of Use","LH","Little Hulton","403785","372037","JZEVRKNP00400"
