Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621119,£902.53,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903620991,£841.23,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903620911,£820.09,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621104,£791.21,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621121,£766.47,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621067,£746.75,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903620999,£698.57,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621029,£670.11,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621055,£659.73,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621056,£657.97,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903620969,£560.92,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621004,£543.09,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621053,£532.28,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621007,£530.84,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1700034916,-£510.75,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1700034902,-£585.03,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1700034904,-£612.97,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1700034901,-£657.97,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1700034915,"-£1,844.93",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621008,"£2,547.46",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621037,"£2,437.78",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621106,"£2,347.64",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621113,"£2,150.20",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620998,"£2,088.67",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621016,"£1,926.04",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621033,"£1,470.12",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621060,"£1,361.74",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621034,"£1,149.97",Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621202,£949.11,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620963,£867.22,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620947,£834.68,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620933,£769.77,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620914,£724.75,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620930,£706.37,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620954,£701.49,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621014,£699.21,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620935,£638.07,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620909,£599.51,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621267,£569.39,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621200,£558.65,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903620944,£532.91,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621015,£526.66,Scottish & Southern Energy Plc
Manchester City Council,Corporate Services,Electricity,18.04.2013,1903621167,£522.23,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1903621020,"£2,598.60",Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1903620932,£854.97,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1903620953,£673.92,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034887,-£833.98,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034882,-£856.25,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034884,-£867.54,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034883,-£868.22,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034886,-£894.20,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034888,-£946.33,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Electricity,18.04.2013,1700034885,"-£1,032.31",Scottish & Southern Energy Plc
Manchester City Council,Chief Executives,Electricity,18.04.2013,1903620919,£908.05,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,18.04.2013,1903620996,"£2,069.50",Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,18.04.2013,1903620994,"£1,327.11",Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,18.04.2013,1903620966,£853.35,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,18.04.2013,1700034892,"-£1,327.22",Scottish & Southern Energy Plc
Manchester City Council,Mersey Valley Joint Committee,Electricity,18.04.2013,1903621036,"£1,546.94",Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Rents,18.04.2013,5100631718,"£7,292.13",Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Rents,18.04.2013,5100631721,"£3,797.83",Wythenshawe Forum Trust Ltd
Manchester City Council,Adult Social Care,Rents,18.04.2013,5100631871,"£10,178.13",Happy Homes Uk Ltd
Manchester City Council,Adult Social Care,Rents,18.04.2013,5100631872,"£10,089.44",Happy Homes Uk Ltd
Manchester City Council,Adult Social Care,Rents,18.04.2013,5100632089,£690.96,Eastlands Homes Partnership Ltd
Manchester City Council,Chief Executives,Security,18.04.2013,5100631743,"£3,741.78",Showsec International Ltd
Manchester City Council,Corporate Services,Storage Costs,18.04.2013,5100631972,"£10,381.22",DeepStore Limited
Manchester City Council,Housing Revenue Account,Grounds Maintenance,18.04.2013,5100631830,"£1,350.00",VPS (UK) Limited
Manchester City Council,Housing Revenue Account,Grounds Maintenance,18.04.2013,5100631834,"£1,350.00",VPS (UK) Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,18.04.2013,5100632010,"£11,332.13",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,18.04.2013,5100631773,"£1,781.55",Dawson Rentals Sweepers
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,18.04.2013,5100631772,"£1,347.03",Dawson Rentals Sweepers
Manchester City Council,Adult Social Care,Transport Taxis,18.04.2013,5100632064,"£1,079.96",Randstad Care
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631970,£960.00,Hastings Private Hire
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631969,£600.00,Hastings Private Hire
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631963,£510.00,Hastings Private Hire
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100632003,"£3,067.00",Cresta Car Hire
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631710,"£10,354.00",Wigan Metropolitan Borough Council
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631821,"£14,680.50",Stockport Mbc
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631825,£748.00,Stockport Mbc
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631823,-£748.00,Stockport Mbc
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631827,-£748.00,Stockport Mbc
Manchester City Council,Childrens Services,Transport Coach Hire,18.04.2013,5100631835,"-£7,252.20",Stockport Mbc
Manchester City Council,Hospitality + Trading Services,Equipment,18.04.2013,5100630015,"£5,980.00",Norseman Direct
Manchester City Council,Corporate Services,Equipment,18.04.2013,5100631761,"£1,255.58",Guide Security Services Ltd
Manchester City Council,Chief Executives,Equipment,18.04.2013,5100631895,"£1,345.74",Neopost Ltd (Consumables)
Manchester City Council,Childrens Services,Furniture,18.04.2013,5100630636,£904.95,The Furnishing Service Ltd
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,18.04.2013,5100631692,£978.20,Weasdale Nurseries Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,18.04.2013,5100631800,"£3,612.50",R S Clare Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,18.04.2013,5100631946,"£144,097.73",Carillion AM Government Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,18.04.2013,5100631946,"£1,631.13",Carillion AM Government Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,18.04.2013,5100631414,"£5,419.20",Budgetgate Ltd
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.04.2013,5100632020,£825.00,Gu Photography
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,18.04.2013,5100631877,£961.37,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,18.04.2013,5100631878,£763.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,18.04.2013,5100631989,"£4,188.13",One Stop Hire Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,18.04.2013,5100631998,"-£4,188.13",One Stop Hire Limited
Manchester City Council,Environment and Operations,Hire of Machinery,18.04.2013,5100631717,"£1,203.50",R & M Developments Ltd
Manchester City Council,Environment and Operations,Hire of Machinery,18.04.2013,5100631709,£600.00,Arboricultural Services Treework
Manchester City Council,Adult Social Care,ClothsUniformLaundry,18.04.2013,5100631887,£636.12,Alliance Disposables Ltd
Manchester City Council,Manchester Leisure,Grant Payments,18.04.2013,5100631820,£840.00,Sign-It-Up
Manchester City Council,Manchester Leisure,Variation Orders,18.04.2013,5100631711,"£1,452.35","Groundwork Manchester, Salford"
Manchester City Council,Environment and Operations,Printing,18.04.2013,5100631555,"£1,483.31",Swiss Post Solutions Ltd
Manchester City Council,Chief Executives,Printing,18.04.2013,5100631874,"£25,450.00",Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100631873,"£15,477.00",Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100631875,"£9,260.00",Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100631876,"£7,534.00",Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100631995,"£3,197.00",Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100632001,"£2,342.00",Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100632000,£902.00,Hudson & Pearson
Manchester City Council,Chief Executives,Printing,18.04.2013,5100631995,£745.00,Hudson & Pearson
Manchester City Council,Childrens Services,CRB Fees,18.04.2013,5100631848,"£14,036.00",Criminal Records Bureau
Manchester City Council,Corporate Services,CRB Fees,18.04.2013,5100631766,"£5,896.00",Criminal Records Bureau
